model,time_day,dataset,batching_type,batching_round_to_64,batch_size,computing_type,iteration,experiment_completed,submission_path,path,recompilation_counter,step_100000_train_rmse,step_100000_val_rmse,step_100000_test_rmse,step_100000_batching_time_mean,step_100000_update_time_mean,step_100000_batching_time_median,step_100000_update_time_median
painn,00_33_35__07_04_2025,qm9,static,False,16,cpu,3,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/16/cpu/iteration_3/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/16/cpu/iteration_3/profiling_job.sh,3,nan,nan,nan,0.0011937168502807616,0.12851195809602736,0.0011556148529052734,0.13143646717071533
painn,00_33_35__07_04_2025,qm9,static,False,64,cpu,2,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/64/cpu/iteration_2/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/64/cpu/iteration_2/profiling_job.sh,1,nan,nan,nan,0.0032564158153533937,0.5997042307233811,0.0029535293579101562,0.5973588228225708
painn,00_33_35__07_04_2025,qm9,static,False,64,cpu,1,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/64/cpu/iteration_1/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/64/cpu/iteration_1/profiling_job.sh,1,nan,nan,nan,0.003284284269809723,0.597828979344368,0.00323486328125,0.5954796075820923
painn,00_33_35__07_04_2025,qm9,static,False,64,cpu,5,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/64/cpu/iteration_5/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/64/cpu/iteration_5/profiling_job.sh,1,nan,nan,nan,0.003476465082168579,0.595942284321785,0.0034062862396240234,0.5936737060546875
painn,00_33_35__07_04_2025,qm9,static,False,64,cpu,0,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/64/cpu/iteration_0/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/64/cpu/iteration_0/profiling_job.sh,1,nan,nan,nan,0.002601056926250458,0.5948657621598243,0.002385854721069336,0.5924986600875854
painn,00_33_35__07_04_2025,qm9,static,False,64,cpu,8,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/64/cpu/iteration_8/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/64/cpu/iteration_8/profiling_job.sh,1,nan,nan,nan,0.0031051199388504027,0.594389394903183,0.0027407407760620117,0.5920529365539551
painn,00_33_35__07_04_2025,qm9,static,False,64,cpu,9,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/64/cpu/iteration_9/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/64/cpu/iteration_9/profiling_job.sh,1,nan,nan,nan,0.0027385375595092775,0.5981023512148858,0.002377748489379883,0.5957459211349487
painn,00_33_35__07_04_2025,qm9,static,False,64,cpu,4,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/64/cpu/iteration_4/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/64/cpu/iteration_4/profiling_job.sh,1,nan,nan,nan,0.002866022102832794,0.5972187604641914,0.0028197765350341797,0.5947580337524414
painn,00_33_35__07_04_2025,qm9,static,False,64,cpu,7,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/64/cpu/iteration_7/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/64/cpu/iteration_7/profiling_job.sh,1,nan,nan,nan,0.0032340359306335447,0.5974705647087097,0.0031790733337402344,0.5951333045959473
painn,00_33_35__07_04_2025,qm9,static,False,64,cpu,6,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/64/cpu/iteration_6/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/64/cpu/iteration_6/profiling_job.sh,1,nan,nan,nan,0.0031492148327827455,0.5945251578259468,0.0031104087829589844,0.5921529531478882
painn,00_33_35__07_04_2025,qm9,static,False,64,cpu,3,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/64/cpu/iteration_3/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/64/cpu/iteration_3/profiling_job.sh,1,nan,nan,nan,0.002914493100643158,0.5968746062421799,0.0028312206268310547,0.5944366455078125
painn,00_33_35__07_04_2025,qm9,static,False,32,cpu,2,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/32/cpu/iteration_2/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/32/cpu/iteration_2/profiling_job.sh,4,nan,nan,nan,0.002012266993522644,0.2846214391231537,0.0017690658569335938,0.28481364250183105
painn,00_33_35__07_04_2025,qm9,static,False,32,cpu,1,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/32/cpu/iteration_1/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/32/cpu/iteration_1/profiling_job.sh,4,nan,nan,nan,0.0023289619708061217,0.28045212980747225,0.0023055076599121094,0.2799152135848999
painn,00_33_35__07_04_2025,qm9,static,False,32,cpu,5,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/32/cpu/iteration_5/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/32/cpu/iteration_5/profiling_job.sh,4,nan,nan,nan,0.0023741475081443786,0.2857168237352371,0.002428293228149414,0.2860867977142334
painn,00_33_35__07_04_2025,qm9,static,False,32,cpu,0,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/32/cpu/iteration_0/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/32/cpu/iteration_0/profiling_job.sh,4,nan,nan,nan,0.002315011098384857,0.2817048234462738,0.0022919178009033203,0.28122997283935547
painn,00_33_35__07_04_2025,qm9,static,False,32,cpu,8,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/32/cpu/iteration_8/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/32/cpu/iteration_8/profiling_job.sh,4,nan,nan,nan,0.0022917823123931886,0.28154647990703585,0.0022547245025634766,0.28102028369903564
painn,00_33_35__07_04_2025,qm9,static,False,32,cpu,9,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/32/cpu/iteration_9/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/32/cpu/iteration_9/profiling_job.sh,4,nan,nan,nan,0.002494280617237091,0.28095713038921355,0.0025141239166259766,0.280423641204834
painn,00_33_35__07_04_2025,qm9,static,False,32,cpu,4,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/32/cpu/iteration_4/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/32/cpu/iteration_4/profiling_job.sh,4,nan,nan,nan,0.0023110951018333434,0.28292016682863236,0.0022842884063720703,0.28266847133636475
painn,00_33_35__07_04_2025,qm9,static,False,32,cpu,7,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/32/cpu/iteration_7/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/32/cpu/iteration_7/profiling_job.sh,4,nan,nan,nan,0.00255762996673584,0.2803538993000984,0.002522706985473633,0.2798037528991699
painn,00_33_35__07_04_2025,qm9,static,False,32,cpu,6,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/32/cpu/iteration_6/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/32/cpu/iteration_6/profiling_job.sh,4,nan,nan,nan,0.0027784704780578614,0.282898727684021,0.0026819705963134766,0.2825140953063965
painn,00_33_35__07_04_2025,qm9,static,False,32,cpu,3,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/32/cpu/iteration_3/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_False/32/cpu/iteration_3/profiling_job.sh,4,nan,nan,nan,0.0025534176540374758,0.2819826390004158,0.0025196075439453125,0.2814655303955078
painn,00_33_35__07_04_2025,qm9,static,True,128,cpu,2,False,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/128/cpu/iteration_2/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/128/cpu/iteration_2/profiling_job.sh,133,nan,nan,nan,nan,nan,nan,nan
painn,00_33_35__07_04_2025,qm9,static,True,128,cpu,1,False,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/128/cpu/iteration_1/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/128/cpu/iteration_1/profiling_job.sh,133,nan,nan,nan,nan,nan,nan,nan
painn,00_33_35__07_04_2025,qm9,static,True,128,cpu,5,False,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/128/cpu/iteration_5/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/128/cpu/iteration_5/profiling_job.sh,133,nan,nan,nan,nan,nan,nan,nan
painn,00_33_35__07_04_2025,qm9,static,True,128,cpu,0,False,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/128/cpu/iteration_0/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/128/cpu/iteration_0/profiling_job.sh,133,nan,nan,nan,nan,nan,nan,nan
painn,00_33_35__07_04_2025,qm9,static,True,128,cpu,8,False,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/128/cpu/iteration_8/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/128/cpu/iteration_8/profiling_job.sh,133,nan,nan,nan,nan,nan,nan,nan
painn,00_33_35__07_04_2025,qm9,static,True,128,cpu,9,False,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/128/cpu/iteration_9/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/128/cpu/iteration_9/profiling_job.sh,133,nan,nan,nan,nan,nan,nan,nan
painn,00_33_35__07_04_2025,qm9,static,True,128,cpu,4,False,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/128/cpu/iteration_4/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/128/cpu/iteration_4/profiling_job.sh,133,nan,nan,nan,nan,nan,nan,nan
painn,00_33_36__07_04_2025,qm9,static,True,128,cpu,7,False,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/128/cpu/iteration_7/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/128/cpu/iteration_7/profiling_job.sh,133,nan,nan,nan,nan,nan,nan,nan
painn,00_33_36__07_04_2025,qm9,static,True,128,cpu,6,False,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/128/cpu/iteration_6/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/128/cpu/iteration_6/profiling_job.sh,133,nan,nan,nan,nan,nan,nan,nan
painn,00_33_36__07_04_2025,qm9,static,True,128,cpu,3,False,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/128/cpu/iteration_3/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/128/cpu/iteration_3/profiling_job.sh,133,nan,nan,nan,nan,nan,nan,nan
painn,00_33_36__07_04_2025,qm9,static,True,16,cpu,2,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/16/cpu/iteration_2/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/16/cpu/iteration_2/profiling_job.sh,60,nan,nan,nan,0.0008357129740715027,0.08072902863264084,0.0008218288421630859,0.07988095283508301
painn,00_33_36__07_04_2025,qm9,static,True,16,cpu,1,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/16/cpu/iteration_1/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/16/cpu/iteration_1/profiling_job.sh,60,nan,nan,nan,0.0008406097650527954,0.08163052395820618,0.0008304119110107422,0.08072257041931152
painn,00_33_36__07_04_2025,qm9,static,True,16,cpu,5,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/16/cpu/iteration_5/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/16/cpu/iteration_5/profiling_job.sh,60,nan,nan,nan,0.000818077917098999,0.08059008697032928,0.0008051395416259766,0.07965552806854248
painn,00_33_36__07_04_2025,qm9,static,True,16,cpu,0,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/16/cpu/iteration_0/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/16/cpu/iteration_0/profiling_job.sh,60,nan,nan,nan,0.0008377886295318604,0.08145150367736817,0.0008273124694824219,0.08058571815490723
painn,00_33_36__07_04_2025,qm9,static,True,16,cpu,8,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/16/cpu/iteration_8/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/16/cpu/iteration_8/profiling_job.sh,60,nan,nan,nan,0.0008372211527824402,0.08197073221206665,0.0008244514465332031,0.08106791973114014
painn,00_33_36__07_04_2025,qm9,static,True,16,cpu,9,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/16/cpu/iteration_9/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/16/cpu/iteration_9/profiling_job.sh,60,nan,nan,nan,0.000842018210887909,0.0806933999657631,0.0008301734924316406,0.07977819442749023
painn,00_33_36__07_04_2025,qm9,static,True,16,cpu,4,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/16/cpu/iteration_4/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/16/cpu/iteration_4/profiling_job.sh,60,nan,nan,nan,0.0008435668182373046,0.08083076950073242,0.00083160400390625,0.07993090152740479
painn,00_33_36__07_04_2025,qm9,static,True,16,cpu,7,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/16/cpu/iteration_7/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/16/cpu/iteration_7/profiling_job.sh,60,nan,nan,nan,0.0008410467290878296,0.08068894726991653,0.0008296966552734375,0.07978570461273193
painn,00_33_36__07_04_2025,qm9,static,True,16,cpu,6,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/16/cpu/iteration_6/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/16/cpu/iteration_6/profiling_job.sh,60,nan,nan,nan,0.0008412601900100708,0.08072344725370408,0.0008292198181152344,0.0798044204711914
painn,00_33_36__07_04_2025,qm9,static,True,16,cpu,3,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/16/cpu/iteration_3/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/16/cpu/iteration_3/profiling_job.sh,60,nan,nan,nan,0.0008461257815361023,0.08093448541879654,0.0008335113525390625,0.08004868030548096
painn,00_33_36__07_04_2025,qm9,static,True,64,cpu,2,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/64/cpu/iteration_2/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/64/cpu/iteration_2/profiling_job.sh,128,nan,nan,nan,0.002035454514026642,0.3579646583580971,0.002008199691772461,0.3562232255935669
painn,00_33_36__07_04_2025,qm9,static,True,64,cpu,1,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/64/cpu/iteration_1/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/64/cpu/iteration_1/profiling_job.sh,128,nan,nan,nan,0.002068901643753052,0.35602329443454744,0.002039194107055664,0.35410094261169434
painn,00_33_36__07_04_2025,qm9,static,True,64,cpu,5,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/64/cpu/iteration_5/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/64/cpu/iteration_5/profiling_job.sh,128,nan,nan,nan,0.002052038733959198,0.35393630565166473,0.0020318031311035156,0.35187065601348877
painn,00_33_36__07_04_2025,qm9,static,True,64,cpu,0,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/64/cpu/iteration_0/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/64/cpu/iteration_0/profiling_job.sh,128,nan,nan,nan,0.00201863436460495,0.36001341002464293,0.001983642578125,0.35817694664001465
painn,00_33_36__07_04_2025,qm9,static,True,64,cpu,8,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/64/cpu/iteration_8/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/64/cpu/iteration_8/profiling_job.sh,128,nan,nan,nan,0.002038434989452362,0.35642750434875486,0.0020058155059814453,0.3546355962753296
painn,00_33_36__07_04_2025,qm9,static,True,64,cpu,9,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/64/cpu/iteration_9/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/64/cpu/iteration_9/profiling_job.sh,128,nan,nan,nan,0.0019847158360481263,0.35635875465631484,0.0019555091857910156,0.35437536239624023
painn,00_33_36__07_04_2025,qm9,static,True,64,cpu,4,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/64/cpu/iteration_4/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/64/cpu/iteration_4/profiling_job.sh,128,nan,nan,nan,0.0020645533442497253,0.35547071457862855,0.0020356178283691406,0.35364365577697754
painn,00_33_36__07_04_2025,qm9,static,True,64,cpu,7,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/64/cpu/iteration_7/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/64/cpu/iteration_7/profiling_job.sh,128,nan,nan,nan,0.0020283077788352966,0.35786894434452055,0.002001047134399414,0.3561049699783325
painn,00_33_36__07_04_2025,qm9,static,True,64,cpu,6,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/64/cpu/iteration_6/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/64/cpu/iteration_6/profiling_job.sh,128,nan,nan,nan,0.002033457314968109,0.35808639029741285,0.0019991397857666016,0.35638463497161865
painn,00_33_36__07_04_2025,qm9,static,True,64,cpu,3,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/64/cpu/iteration_3/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/64/cpu/iteration_3/profiling_job.sh,128,nan,nan,nan,0.002030094735622406,0.3579457413172722,0.0019991397857666016,0.3561047315597534
painn,00_33_36__07_04_2025,qm9,static,True,32,cpu,2,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/32/cpu/iteration_2/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/32/cpu/iteration_2/profiling_job.sh,89,nan,nan,nan,0.0012409297347068787,0.16409197494506836,0.0012273788452148438,0.16247856616973877
painn,00_33_36__07_04_2025,qm9,static,True,32,cpu,1,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/32/cpu/iteration_1/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/32/cpu/iteration_1/profiling_job.sh,89,nan,nan,nan,0.0012119432759284973,0.16062909018993377,0.0011990070343017578,0.15881991386413574
painn,00_33_36__07_04_2025,qm9,static,True,32,cpu,5,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/32/cpu/iteration_5/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/32/cpu/iteration_5/profiling_job.sh,89,nan,nan,nan,0.0011984889030456543,0.16272473328113557,0.0011858940124511719,0.1609400510787964
painn,00_33_36__07_04_2025,qm9,static,True,32,cpu,0,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/32/cpu/iteration_0/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/32/cpu/iteration_0/profiling_job.sh,89,nan,nan,nan,0.001207514955997467,0.1624562519788742,0.0011942386627197266,0.16073179244995117
painn,00_33_36__07_04_2025,qm9,static,True,32,cpu,8,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/32/cpu/iteration_8/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/32/cpu/iteration_8/profiling_job.sh,89,nan,nan,nan,0.001177112009525299,0.16481408937454223,0.0011627674102783203,0.1630542278289795
painn,00_33_36__07_04_2025,qm9,static,True,32,cpu,9,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/32/cpu/iteration_9/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/32/cpu/iteration_9/profiling_job.sh,89,nan,nan,nan,0.0012179564166069031,0.16071872766017914,0.0012042522430419922,0.1589268445968628
painn,00_33_36__07_04_2025,qm9,static,True,32,cpu,4,True,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/32/cpu/iteration_4/profiling_job.sh,/u/dansp/painn_profiling/painn_256_latent_size_100k_cpu_27_3_2025/profiling_experiments/painn/qm9/static/round_True/32/cpu/iteration_4/profiling_job.sh,89,nan,nan,nan,0.0012139058756828309,0.16443111488819123,0.0012004375457763672,0.1627650260925293
